"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"5408",5408,"2011T4","Índice","Vivienda segunda mano","06 Cantabria",122.607
"5409",5409,"2011T3","Índice","Vivienda segunda mano","06 Cantabria",124.426
"5410",5410,"2011T2","Índice","Vivienda segunda mano","06 Cantabria",131.805
"5411",5411,"2011T1","Índice","Vivienda segunda mano","06 Cantabria",134.097
"5412",5412,"2010T4","Índice","Vivienda segunda mano","06 Cantabria",141.395
"5413",5413,"2010T3","Índice","Vivienda segunda mano","06 Cantabria",141.026
"5414",5414,"2010T2","Índice","Vivienda segunda mano","06 Cantabria",146.791
"5415",5415,"2010T1","Índice","Vivienda segunda mano","06 Cantabria",145.256
"5416",5416,"2009T4","Índice","Vivienda segunda mano","06 Cantabria",146.961
"5417",5417,"2009T3","Índice","Vivienda segunda mano","06 Cantabria",146.169
"5418",5418,"2009T2","Índice","Vivienda segunda mano","06 Cantabria",145.952
"5419",5419,"2009T1","Índice","Vivienda segunda mano","06 Cantabria",146.641
"5420",5420,"2008T4","Índice","Vivienda segunda mano","06 Cantabria",153.252
"5421",5421,"2008T3","Índice","Vivienda segunda mano","06 Cantabria",158.53
"5422",5422,"2008T2","Índice","Vivienda segunda mano","06 Cantabria",162.843
"5423",5423,"2008T1","Índice","Vivienda segunda mano","06 Cantabria",166.894
"5424",5424,"2007T4","Índice","Vivienda segunda mano","06 Cantabria",167.403
"5425",5425,"2007T3","Índice","Vivienda segunda mano","06 Cantabria",169.237
"5426",5426,"2007T2","Índice","Vivienda segunda mano","06 Cantabria",168.898
"5427",5427,"2007T1","Índice","Vivienda segunda mano","06 Cantabria",164.358
"5428",5428,"2023T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",2.5
"5429",5429,"2023T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.7
"5430",5430,"2023T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.6
"5431",5431,"2022T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.2
"5432",5432,"2022T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.3
"5433",5433,"2022T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",3
"5434",5434,"2022T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",4
"5435",5435,"2021T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",1
"5436",5436,"2021T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",2
"5437",5437,"2021T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",3.5
"5438",5438,"2021T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.2
"5439",5439,"2020T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.6
"5440",5440,"2020T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.1
"5441",5441,"2020T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.2
"5442",5442,"2020T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.3
"5443",5443,"2019T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.5
"5444",5444,"2019T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.6
"5445",5445,"2019T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.5
"5446",5446,"2019T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.6
"5447",5447,"2018T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.7
"5448",5448,"2018T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0
"5449",5449,"2018T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",3.4
"5450",5450,"2018T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",2
"5451",5451,"2017T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.4
"5452",5452,"2017T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.5
"5453",5453,"2017T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",3.1
"5454",5454,"2017T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.4
"5455",5455,"2016T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",1
"5456",5456,"2016T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.2
"5457",5457,"2016T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",2.1
"5458",5458,"2016T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.3
"5459",5459,"2015T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.3
"5460",5460,"2015T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.9
"5461",5461,"2015T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",5.5
"5462",5462,"2015T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-3.7
"5463",5463,"2014T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.9
"5464",5464,"2014T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.4
"5465",5465,"2014T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.1
"5466",5466,"2014T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.8
"5467",5467,"2013T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.5
"5468",5468,"2013T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.7
"5469",5469,"2013T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.7
"5470",5470,"2013T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-8
"5471",5471,"2012T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.3
"5472",5472,"2012T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",-4.2
"5473",5473,"2012T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-3.8
"5474",5474,"2012T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-6.3
"5475",5475,"2011T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.5
"5476",5476,"2011T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",-5.6
"5477",5477,"2011T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.7
"5478",5478,"2011T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-5.2
"5479",5479,"2010T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.3
"5480",5480,"2010T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",-3.9
"5481",5481,"2010T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.1
"5482",5482,"2010T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.2
"5483",5483,"2009T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.5
"5484",5484,"2009T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.1
"5485",5485,"2009T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.5
"5486",5486,"2009T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-4.3
"5487",5487,"2008T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-3.3
"5488",5488,"2008T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",-2.6
"5489",5489,"2008T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",-2.4
"5490",5490,"2008T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",-0.3
"5491",5491,"2007T4","Variación trimestral","Vivienda segunda mano","06 Cantabria",-1.1
"5492",5492,"2007T3","Variación trimestral","Vivienda segunda mano","06 Cantabria",0.2
"5493",5493,"2007T2","Variación trimestral","Vivienda segunda mano","06 Cantabria",2.8
"5494",5494,"2007T1","Variación trimestral","Vivienda segunda mano","06 Cantabria",1.2
"5495",5495,"2023T3","Variación anual","Vivienda segunda mano","06 Cantabria",4.7
"5496",5496,"2023T2","Variación anual","Vivienda segunda mano","06 Cantabria",3.5
"5497",5497,"2023T1","Variación anual","Vivienda segunda mano","06 Cantabria",4.8
"5498",5498,"2022T4","Variación anual","Vivienda segunda mano","06 Cantabria",8.3
"5499",5499,"2022T3","Variación anual","Vivienda segunda mano","06 Cantabria",9.5
"5500",5500,"2022T2","Variación anual","Vivienda segunda mano","06 Cantabria",10.3
"5501",5501,"2022T1","Variación anual","Vivienda segunda mano","06 Cantabria",10.9
"5502",5502,"2021T4","Variación anual","Vivienda segunda mano","06 Cantabria",7.9
"5503",5503,"2021T3","Variación anual","Vivienda segunda mano","06 Cantabria",7.6
"5504",5504,"2021T2","Variación anual","Vivienda segunda mano","06 Cantabria",5.5
"5505",5505,"2021T1","Variación anual","Vivienda segunda mano","06 Cantabria",1.7
"5506",5506,"2020T4","Variación anual","Vivienda segunda mano","06 Cantabria",0.2
"5507",5507,"2020T3","Variación anual","Vivienda segunda mano","06 Cantabria",0.1
"5508",5508,"2020T2","Variación anual","Vivienda segunda mano","06 Cantabria",0.6
"5509",5509,"2020T1","Variación anual","Vivienda segunda mano","06 Cantabria",1.3
"5510",5510,"2019T4","Variación anual","Vivienda segunda mano","06 Cantabria",2.2
"5511",5511,"2019T3","Variación anual","Vivienda segunda mano","06 Cantabria",2.4
"5512",5512,"2019T2","Variación anual","Vivienda segunda mano","06 Cantabria",1.8
"5513",5513,"2019T1","Variación anual","Vivienda segunda mano","06 Cantabria",4.8
"5514",5514,"2018T4","Variación anual","Vivienda segunda mano","06 Cantabria",6.3
"5515",5515,"2018T3","Variación anual","Vivienda segunda mano","06 Cantabria",5.9
"5516",5516,"2018T2","Variación anual","Vivienda segunda mano","06 Cantabria",6.5
"5517",5517,"2018T1","Variación anual","Vivienda segunda mano","06 Cantabria",6.3
"5518",5518,"2017T4","Variación anual","Vivienda segunda mano","06 Cantabria",4.6
"5519",5519,"2017T3","Variación anual","Vivienda segunda mano","06 Cantabria",5.2
"5520",5520,"2017T2","Variación anual","Vivienda segunda mano","06 Cantabria",4.5
"5521",5521,"2017T1","Variación anual","Vivienda segunda mano","06 Cantabria",3.4
"5522",5522,"2016T4","Variación anual","Vivienda segunda mano","06 Cantabria",2.6
"5523",5523,"2016T3","Variación anual","Vivienda segunda mano","06 Cantabria",0.3
"5524",5524,"2016T2","Variación anual","Vivienda segunda mano","06 Cantabria",1.3
"5525",5525,"2016T1","Variación anual","Vivienda segunda mano","06 Cantabria",4.8
"5526",5526,"2015T4","Variación anual","Vivienda segunda mano","06 Cantabria",1.2
"5527",5527,"2015T3","Variación anual","Vivienda segunda mano","06 Cantabria",4.5
"5528",5528,"2015T2","Variación anual","Vivienda segunda mano","06 Cantabria",5
"5529",5529,"2015T1","Variación anual","Vivienda segunda mano","06 Cantabria",-0.6
"5530",5530,"2014T4","Variación anual","Vivienda segunda mano","06 Cantabria",1.4
"5531",5531,"2014T3","Variación anual","Vivienda segunda mano","06 Cantabria",0.1
"5532",5532,"2014T2","Variación anual","Vivienda segunda mano","06 Cantabria",-0.6
"5533",5533,"2014T1","Variación anual","Vivienda segunda mano","06 Cantabria",0.2
"5534",5534,"2013T4","Variación anual","Vivienda segunda mano","06 Cantabria",-6.1
"5535",5535,"2013T3","Variación anual","Vivienda segunda mano","06 Cantabria",-7.8
"5536",5536,"2013T2","Variación anual","Vivienda segunda mano","06 Cantabria",-12.3
"5537",5537,"2013T1","Variación anual","Vivienda segunda mano","06 Cantabria",-16.2
"5538",5538,"2012T4","Variación anual","Vivienda segunda mano","06 Cantabria",-14.7
"5539",5539,"2012T3","Variación anual","Vivienda segunda mano","06 Cantabria",-14.8
"5540",5540,"2012T2","Variación anual","Vivienda segunda mano","06 Cantabria",-16.1
"5541",5541,"2012T1","Variación anual","Vivienda segunda mano","06 Cantabria",-14.3
"5542",5542,"2011T4","Variación anual","Vivienda segunda mano","06 Cantabria",-13.3
"5543",5543,"2011T3","Variación anual","Vivienda segunda mano","06 Cantabria",-11.8
"5544",5544,"2011T2","Variación anual","Vivienda segunda mano","06 Cantabria",-10.2
"5545",5545,"2011T1","Variación anual","Vivienda segunda mano","06 Cantabria",-7.7
"5546",5546,"2010T4","Variación anual","Vivienda segunda mano","06 Cantabria",-3.8
"5547",5547,"2010T3","Variación anual","Vivienda segunda mano","06 Cantabria",-3.5
"5548",5548,"2010T2","Variación anual","Vivienda segunda mano","06 Cantabria",0.6
"5549",5549,"2010T1","Variación anual","Vivienda segunda mano","06 Cantabria",-0.9
"5550",5550,"2009T4","Variación anual","Vivienda segunda mano","06 Cantabria",-4.1
"5551",5551,"2009T3","Variación anual","Vivienda segunda mano","06 Cantabria",-7.8
"5552",5552,"2009T2","Variación anual","Vivienda segunda mano","06 Cantabria",-10.4
"5553",5553,"2009T1","Variación anual","Vivienda segunda mano","06 Cantabria",-12.1
"5554",5554,"2008T4","Variación anual","Vivienda segunda mano","06 Cantabria",-8.5
"5555",5555,"2008T3","Variación anual","Vivienda segunda mano","06 Cantabria",-6.3
"5556",5556,"2008T2","Variación anual","Vivienda segunda mano","06 Cantabria",-3.6
"5557",5557,"2008T1","Variación anual","Vivienda segunda mano","06 Cantabria",1.5
"5558",5558,"2007T4","Variación anual","Vivienda segunda mano","06 Cantabria",3
"5559",5559,"2007T3","Variación anual","Vivienda segunda mano","06 Cantabria",7.1
"5560",5560,"2007T2","Variación anual","Vivienda segunda mano","06 Cantabria",10.5
"5561",5561,"2007T1","Variación anual","Vivienda segunda mano","06 Cantabria",12.6
"5562",5562,"2023T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",4.9
"5563",5563,"2023T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",2.3
"5564",5564,"2023T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",0.6
"5565",5565,"2022T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",8.3
"5566",5566,"2022T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",8.5
"5567",5567,"2022T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",7
"5568",5568,"2022T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",4
"5569",5569,"2021T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",7.9
"5570",5570,"2021T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",6.9
"5571",5571,"2021T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",4.7
"5572",5572,"2021T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.2
"5573",5573,"2020T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",0.2
"5574",5574,"2020T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-0.4
"5575",5575,"2020T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-0.5
"5576",5576,"2020T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-0.3
"5577",5577,"2019T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",2.2
"5578",5578,"2019T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.7
"5579",5579,"2019T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.1
"5580",5580,"2019T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",0.6
"5581",5581,"2018T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",6.3
"5582",5582,"2018T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",5.5
"5583",5583,"2018T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",5.5
"5584",5584,"2018T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",2
"5585",5585,"2017T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",4.6
"5586",5586,"2017T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",4.2
"5587",5587,"2017T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",3.6
"5588",5588,"2017T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",0.4
"5589",5589,"2016T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",2.6
"5590",5590,"2016T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.6
"5591",5591,"2016T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.7
"5592",5592,"2016T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-0.3
"5593",5593,"2015T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.2
"5594",5594,"2015T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",2.5
"5595",5595,"2015T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.6
"5596",5596,"2015T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-3.7
"5597",5597,"2014T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",1.4
"5598",5598,"2014T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-0.5
"5599",5599,"2014T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-1.8
"5600",5600,"2014T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-1.8
"5601",5601,"2013T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-6.1
"5602",5602,"2013T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-6.7
"5603",5603,"2013T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-7.3
"5604",5604,"2013T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-8
"5605",5605,"2012T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-14.7
"5606",5606,"2012T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-13.6
"5607",5607,"2012T2","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-9.8
"5608",5608,"2012T1","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-6.3
"5609",5609,"2011T4","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-13.3
"5610",5610,"2011T3","Variación en lo que va de año","Vivienda segunda mano","06 Cantabria",-12
