"","Provincia","Año_Trimestre","Transacciones"
"2542","Ciudad Real"," 2012_2º","781"
"2543","Ciudad Real"," 2012_3º","720"
"2544","Ciudad Real"," 2012_4º","1277"
"2545","Ciudad Real"," 2013_1º","565"
"2546","Ciudad Real"," 2013_2º","789"
"2547","Ciudad Real"," 2013_3º","684"
"2548","Ciudad Real"," 2013_4º","848"
"2549","Ciudad Real"," 2014_1º","764"
"2550","Ciudad Real"," 2014_2º","798"
"2551","Ciudad Real"," 2014_3º","691"
"2552","Ciudad Real"," 2014_4º","883"
"2553","Ciudad Real"," 2015_1º","654"
"2554","Ciudad Real"," 2015_2º","749"
"2555","Ciudad Real"," 2015_3º","640"
"2556","Ciudad Real"," 2015_4º","796"
"2557","Ciudad Real"," 2016_1º","748"
"2558","Ciudad Real"," 2016_2º","801"
"2559","Ciudad Real"," 2016_3º","630"
"2560","Ciudad Real"," 2016_4º","887"
"2561","Ciudad Real"," 2017_1º","816"
"2562","Ciudad Real"," 2017_2º","903"
"2563","Ciudad Real"," 2017_3º","857"
"2564","Ciudad Real"," 2017_4º","1139"
"2565","Ciudad Real"," 2018_1º","999"
"2566","Ciudad Real"," 2018_2º","1020"
"2567","Ciudad Real"," 2018_3º","947"
"2568","Ciudad Real"," 2018_4º","1156"
"2569","Ciudad Real"," 2019_1º","1061"
"2570","Ciudad Real"," 2019_2º","1266"
"2571","Ciudad Real"," 2019_3º","968"
"2572","Ciudad Real"," 2019_4º","1309"
"2573","Ciudad Real"," 2020_1º","923"
"2574","Ciudad Real"," 2020_2º","567"
"2575","Ciudad Real"," 2020_3º","1244"
"2576","Ciudad Real"," 2020_4º","1421"
"2577","Ciudad Real"," 2021_1º","1214"
"2578","Ciudad Real"," 2021_2º","1489"
"2579","Ciudad Real"," 2021_3º","1241"
"2580","Ciudad Real"," 2021_4º","1543"
"2581","Ciudad Real"," 2022_1º","1439"
"2582","Ciudad Real"," 2022_2º","1633"
"2583","Ciudad Real"," 2022_3º","1490"
"2584","Ciudad Real"," 2022_4º","1546"
"2585","Ciudad Real"," 2023_1º","1447"
"2586","Ciudad Real"," 2023_2º","1405"
"2587","Ciudad Real"," 2023_3º (**)","1230"
"2588","Ciudad Real"," 2004_1º","1520"
"2589","Ciudad Real"," 2004_2º","1614"
"2590","Ciudad Real"," 2004_3º","1887"
"2591","Ciudad Real"," 2004_4º","1959"
"2592","Ciudad Real"," 2005_1º","1592"
"2593","Ciudad Real"," 2005_2º","1997"
"2594","Ciudad Real"," 2005_3º","2558"
"2595","Ciudad Real"," 2005_4º","2735"
"2596","Ciudad Real"," 2006_1º","2749"
"2597","Ciudad Real"," 2006_2º","2778"
"2598","Ciudad Real"," 2006_3º","2823"
"2599","Ciudad Real"," 2006_4º","3246"
"2600","Ciudad Real"," 2007_1º","2689"
"2601","Ciudad Real"," 2007_2º","2989"
"2602","Ciudad Real"," 2007_3º","2580"
"2603","Ciudad Real"," 2007_4º","2436"
"2604","Ciudad Real"," 2008_1º","2289"
"2605","Ciudad Real"," 2008_2º","2374"
"2606","Ciudad Real"," 2008_3º","2106"
"2607","Ciudad Real"," 2008_4º","1653"
"2608","Cuenca"," 2009_1º","557"
"2609","Cuenca"," 2009_2º","632"
"2610","Cuenca"," 2009_3º","606"
"2611","Cuenca"," 2009_4º","591"
"2612","Cuenca"," 2010_1º","415"
"2613","Cuenca"," 2010_2º","546"
"2614","Cuenca"," 2010_3º","357"
"2615","Cuenca"," 2010_4º","572"
"2616","Cuenca"," 2011_1º","245"
"2617","Cuenca"," 2011_2º","307"
"2618","Cuenca"," 2011_3º","231"
"2619","Cuenca"," 2011_4º","594"
"2620","Cuenca"," 2012_1º","369"
"2621","Cuenca"," 2012_2º","357"
"2622","Cuenca"," 2012_3º","305"
"2623","Cuenca"," 2012_4º","771"
"2624","Cuenca"," 2013_1º","232"
"2625","Cuenca"," 2013_2º","267"
"2626","Cuenca"," 2013_3º","292"
"2627","Cuenca"," 2013_4º","262"
"2628","Cuenca"," 2014_1º","286"
"2629","Cuenca"," 2014_2º","315"
"2630","Cuenca"," 2014_3º","262"
"2631","Cuenca"," 2014_4º","371"
"2632","Cuenca"," 2015_1º","271"
"2633","Cuenca"," 2015_2º","322"
"2634","Cuenca"," 2015_3º","283"
"2635","Cuenca"," 2015_4º","343"
"2636","Cuenca"," 2016_1º","312"
"2637","Cuenca"," 2016_2º","368"
"2638","Cuenca"," 2016_3º","296"
"2639","Cuenca"," 2016_4º","398"
"2640","Cuenca"," 2017_1º","422"
"2641","Cuenca"," 2017_2º","470"
"2642","Cuenca"," 2017_3º","477"
"2643","Cuenca"," 2017_4º","475"
"2644","Cuenca"," 2018_1º","419"
"2645","Cuenca"," 2018_2º","503"
"2646","Cuenca"," 2018_3º","427"
"2647","Cuenca"," 2018_4º","557"
"2648","Cuenca"," 2019_1º","448"
"2649","Cuenca"," 2019_2º","453"
"2650","Cuenca"," 2019_3º","437"
"2651","Cuenca"," 2019_4º","576"
"2652","Cuenca"," 2020_1º","348"
"2653","Cuenca"," 2020_2º","211"
"2654","Cuenca"," 2020_3º","552"
"2655","Cuenca"," 2020_4º","640"
"2656","Cuenca"," 2021_1º","486"
"2657","Cuenca"," 2021_2º","671"
"2658","Cuenca"," 2021_3º","614"
"2659","Cuenca"," 2021_4º","756"
"2660","Cuenca"," 2022_1º","582"
"2661","Cuenca"," 2022_2º","672"
"2662","Cuenca"," 2022_3º","581"
"2663","Cuenca"," 2022_4º","655"
"2664","Cuenca"," 2023_1º","609"
"2665","Cuenca"," 2023_2º","591"
"2666","Cuenca"," 2023_3º (**)","509"
"2667","Cuenca"," 2004_1º","512"
"2668","Cuenca"," 2004_2º","519"
"2669","Cuenca"," 2004_3º","718"
"2670","Cuenca"," 2004_4º","793"
"2671","Cuenca"," 2005_1º","674"
"2672","Cuenca"," 2005_2º","827"
"2673","Cuenca"," 2005_3º","882"
"2674","Cuenca"," 2005_4º","976"
"2675","Cuenca"," 2006_1º","645"
"2676","Cuenca"," 2006_2º","691"
"2677","Cuenca"," 2006_3º","989"
"2678","Cuenca"," 2006_4º","1643"
"2679","Cuenca"," 2007_1º","845"
"2680","Cuenca"," 2007_2º","1053"
"2681","Cuenca"," 2007_3º","915"
"2682","Cuenca"," 2007_4º","1596"
"2683","Cuenca"," 2008_1º","885"
"2684","Cuenca"," 2008_2º","718"
"2685","Cuenca"," 2008_3º","599"
"2686","Cuenca"," 2008_4º","641"
"2687","Guadalajara"," 2009_1º","938"
"2688","Guadalajara"," 2009_2º","1221"
"2689","Guadalajara"," 2009_3º","864"
"2690","Guadalajara"," 2009_4º","1013"
"2691","Guadalajara"," 2010_1º","679"
"2692","Guadalajara"," 2010_2º","992"
"2693","Guadalajara"," 2010_3º","679"
"2694","Guadalajara"," 2010_4º","1604"
"2695","Guadalajara"," 2011_1º","639"
"2696","Guadalajara"," 2011_2º","733"
"2697","Guadalajara"," 2011_3º","575"
"2698","Guadalajara"," 2011_4º","1044"
"2699","Guadalajara"," 2012_1º","539"
"2700","Guadalajara"," 2012_2º","626"
"2701","Guadalajara"," 2012_3º","517"
"2702","Guadalajara"," 2012_4º","832"
"2703","Guadalajara"," 2013_1º","426"
"2704","Guadalajara"," 2013_2º","547"
"2705","Guadalajara"," 2013_3º","430"
"2706","Guadalajara"," 2013_4º","632"
"2707","Guadalajara"," 2014_1º","828"
"2708","Guadalajara"," 2014_2º","662"
"2709","Guadalajara"," 2014_3º","561"
"2710","Guadalajara"," 2014_4º","756"
"2711","Guadalajara"," 2015_1º","555"
"2712","Guadalajara"," 2015_2º","727"
"2713","Guadalajara"," 2015_3º","590"
"2714","Guadalajara"," 2015_4º","725"
"2715","Guadalajara"," 2016_1º","637"
"2716","Guadalajara"," 2016_2º","765"
"2717","Guadalajara"," 2016_3º","594"
"2718","Guadalajara"," 2016_4º","954"
"2719","Guadalajara"," 2017_1º","735"
"2720","Guadalajara"," 2017_2º","915"
"2721","Guadalajara"," 2017_3º","745"
"2722","Guadalajara"," 2017_4º","1007"
"2723","Guadalajara"," 2018_1º","824"
"2724","Guadalajara"," 2018_2º","1171"
"2725","Guadalajara"," 2018_3º","909"
"2726","Guadalajara"," 2018_4º","1196"
"2727","Guadalajara"," 2019_1º","898"
"2728","Guadalajara"," 2019_2º","995"
"2729","Guadalajara"," 2019_3º","875"
"2730","Guadalajara"," 2019_4º","1289"
"2731","Guadalajara"," 2020_1º","918"
"2732","Guadalajara"," 2020_2º","518"
"2733","Guadalajara"," 2020_3º","1076"
"2734","Guadalajara"," 2020_4º","1449"
"2735","Guadalajara"," 2021_1º","1028"
"2736","Guadalajara"," 2021_2º","1396"
"2737","Guadalajara"," 2021_3º","1183"
"2738","Guadalajara"," 2021_4º","1822"
"2739","Guadalajara"," 2022_1º","1163"
"2740","Guadalajara"," 2022_2º","1388"
"2741","Guadalajara"," 2022_3º","1094"
"2742","Guadalajara"," 2022_4º","1221"
"2743","Guadalajara"," 2023_1º","1104"
"2744","Guadalajara"," 2023_2º","1285"
"2745","Guadalajara"," 2023_3º (**)","1086"
"2746","Guadalajara"," 2004_1º","1385"
"2747","Guadalajara"," 2004_2º","1630"
"2748","Guadalajara"," 2004_3º","1425"
"2749","Guadalajara"," 2004_4º","1999"
"2750","Guadalajara"," 2005_1º","1585"
"2751","Guadalajara"," 2005_2º","2215"
"2752","Guadalajara"," 2005_3º","1863"
"2753","Guadalajara"," 2005_4º","2233"
"2754","Guadalajara"," 2006_1º","1723"
"2755","Guadalajara"," 2006_2º","2012"
"2756","Guadalajara"," 2006_3º","1754"
"2757","Guadalajara"," 2006_4º","2152"
"2758","Guadalajara"," 2007_1º","1586"
"2759","Guadalajara"," 2007_2º","1527"
"2760","Guadalajara"," 2007_3º","1516"
"2761","Guadalajara"," 2007_4º","1830"
"2762","Guadalajara"," 2008_1º","1554"
"2763","Guadalajara"," 2008_2º","1618"
"2764","Guadalajara"," 2008_3º","847"
"2765","Guadalajara"," 2008_4º","1136"
"2766","Toledo"," 2009_1º","2163"
"2767","Toledo"," 2009_2º","1879"
"2768","Toledo"," 2009_3º","1829"
"2769","Toledo"," 2009_4º","2184"
"2770","Toledo"," 2010_1º","1823"
"2771","Toledo"," 2010_2º","2812"
"2772","Toledo"," 2010_3º","1284"
"2773","Toledo"," 2010_4º","2364"
"2774","Toledo"," 2011_1º","1289"
"2775","Toledo"," 2011_2º","1948"
"2776","Toledo"," 2011_3º","1226"
"2777","Toledo"," 2011_4º","2272"
"2778","Toledo"," 2012_1º","1414"
"2779","Toledo"," 2012_2º","2310"
"2780","Toledo"," 2012_3º","1546"
"2781","Toledo"," 2012_4º","2658"
"2782","Toledo"," 2013_1º","988"
"2783","Toledo"," 2013_2º","1324"
"2784","Toledo"," 2013_3º","1046"
"2785","Toledo"," 2013_4º","1416"
"2786","Toledo"," 2014_1º","1128"
"2787","Toledo"," 2014_2º","1201"
"2788","Toledo"," 2014_3º","1217"
"2789","Toledo"," 2014_4º","1434"
"2790","Toledo"," 2015_1º","1209"
"2791","Toledo"," 2015_2º","1310"
"2792","Toledo"," 2015_3º","1272"
"2793","Toledo"," 2015_4º","1537"
"2794","Toledo"," 2016_1º","1368"
"2795","Toledo"," 2016_2º","1695"
"2796","Toledo"," 2016_3º","1481"
"2797","Toledo"," 2016_4º","1858"
"2798","Toledo"," 2017_1º","2074"
"2799","Toledo"," 2017_2º","2200"
"2800","Toledo"," 2017_3º","1658"
"2801","Toledo"," 2017_4º","2522"
"2802","Toledo"," 2018_1º","2214"
"2803","Toledo"," 2018_2º","2687"
"2804","Toledo"," 2018_3º","2288"
"2805","Toledo"," 2018_4º","2890"
"2806","Toledo"," 2019_1º","2507"
"2807","Toledo"," 2019_2º","2649"
"2808","Toledo"," 2019_3º","2054"
"2809","Toledo"," 2019_4º","2648"
"2810","Toledo"," 2020_1º","1836"
"2811","Toledo"," 2020_2º","1316"
"2812","Toledo"," 2020_3º","2495"
"2813","Toledo"," 2020_4º","2783"
"2814","Toledo"," 2021_1º","2331"
"2815","Toledo"," 2021_2º","3296"
"2816","Toledo"," 2021_3º","2820"
"2817","Toledo"," 2021_4º","3527"
"2818","Toledo"," 2022_1º","3322"
"2819","Toledo"," 2022_2º","3409"
"2820","Toledo"," 2022_3º","2677"
"2821","Toledo"," 2022_4º","3029"
"2822","Toledo"," 2023_1º","2748"
"2823","Toledo"," 2023_2º","3315"
"2824","Toledo"," 2023_3º (**)","2572"
"2825","Toledo"," 2004_1º","2872"
"2826","Toledo"," 2004_2º","3156"
"2827","Toledo"," 2004_3º","2780"
"2828","Toledo"," 2004_4º","3281"
"2829","Toledo"," 2005_1º","2995"
"2830","Toledo"," 2005_2º","3486"
"2831","Toledo"," 2005_3º","3343"
"2832","Toledo"," 2005_4º","3377"
"2833","Toledo"," 2006_1º","3438"
"2834","Toledo"," 2006_2º","3501"
"2835","Toledo"," 2006_3º","3787"
"2836","Toledo"," 2006_4º","4167"
"2837","Toledo"," 2007_1º","4014"
"2838","Toledo"," 2007_2º","3186"
"2839","Toledo"," 2007_3º","4349"
"2840","Toledo"," 2007_4º","5673"
"2841","Toledo"," 2008_1º","4755"
"2842","Toledo"," 2008_2º","3490"
"2843","Toledo"," 2008_3º","2686"
"2844","Toledo"," 2008_4º","3065"
"2845","Cataluña"," 2009_1º","12196"
"2846","Cataluña"," 2009_2º","13961"
"2847","Cataluña"," 2009_3º","12438"
"2848","Cataluña"," 2009_4º","16997"
"2849","Cataluña"," 2010_1º","13601"
"2850","Cataluña"," 2010_2º","20065"
"2851","Cataluña"," 2010_3º","9682"
"2852","Cataluña"," 2010_4º","20983"
"2853","Cataluña"," 2011_1º","8923"
"2854","Cataluña"," 2011_2º","11705"
"2855","Cataluña"," 2011_3º","10289"
"2856","Cataluña"," 2011_4º","13988"
"2857","Cataluña"," 2012_1º","9745"
"2858","Cataluña"," 2012_2º","11675"
"2859","Cataluña"," 2012_3º","10579"
"2860","Cataluña"," 2012_4º","17323"
"2861","Cataluña"," 2013_1º","8128"
"2862","Cataluña"," 2013_2º","12580"
"2863","Cataluña"," 2013_3º","10964"
"2864","Cataluña"," 2013_4º","12868"
"2865","Cataluña"," 2014_1º","11837"
"2866","Cataluña"," 2014_2º","14059"
"2867","Cataluña"," 2014_3º","11898"
"2868","Cataluña"," 2014_4º","17154"
"2869","Cataluña"," 2015_1º","12917"
"2870","Cataluña"," 2015_2º","16387"
"2871","Cataluña"," 2015_3º","14334"
"2872","Cataluña"," 2015_4º","17470"
"2873","Cataluña"," 2016_1º","16300"
"2874","Cataluña"," 2016_2º","20440"
"2875","Cataluña"," 2016_3º","17289"
"2876","Cataluña"," 2016_4º","21123"
"2877","Cataluña"," 2017_1º","20407"
"2878","Cataluña"," 2017_2º","24130"
"2879","Cataluña"," 2017_3º","19223"
"2880","Cataluña"," 2017_4º","21807"
"2881","Cataluña"," 2018_1º","20668"
"2882","Cataluña"," 2018_2º","24821"
"2883","Cataluña"," 2018_3º","20151"
"2884","Cataluña"," 2018_4º","24045"
"2885","Cataluña"," 2019_1º","21489"
"2886","Cataluña"," 2019_2º","23476"
"2887","Cataluña"," 2019_3º","19905"
"2888","Cataluña"," 2019_4º","24367"
"2889","Cataluña"," 2020_1º","17718"
"2890","Cataluña"," 2020_2º","12966"
"2891","Cataluña"," 2020_3º","18873"
"2892","Cataluña"," 2020_4º","25080"
"2893","Cataluña"," 2021_1º","22666"
"2894","Cataluña"," 2021_2º","27465"
"2895","Cataluña"," 2021_3º","24965"
"2896","Cataluña"," 2021_4º","29054"
"2897","Cataluña"," 2022_1º","26406"
"2898","Cataluña"," 2022_2º","31205"
"2899","Cataluña"," 2022_3º","26291"
"2900","Cataluña"," 2022_4º","26388"
"2901","Cataluña"," 2023_1º","23614"
"2902","Cataluña"," 2023_2º","25873"
"2903","Cataluña"," 2023_3º (**)","21491"
"2904","Cataluña"," 2004_1º","28444"
"2905","Cataluña"," 2004_2º","36432"
"2906","Cataluña"," 2004_3º","32149"
"2907","Cataluña"," 2004_4º","39345"
"2908","Cataluña"," 2005_1º","36847"
"2909","Cataluña"," 2005_2º","44386"
"2910","Cataluña"," 2005_3º","37212"
"2911","Cataluña"," 2005_4º","44400"
"2912","Cataluña"," 2006_1º","42298"
"2913","Cataluña"," 2006_2º","43948"
"2914","Cataluña"," 2006_3º","34560"
"2915","Cataluña"," 2006_4º","39480"
"2916","Cataluña"," 2007_1º","34393"
"2917","Cataluña"," 2007_2º","31693"
"2918","Cataluña"," 2007_3º","22039"
"2919","Cataluña"," 2007_4º","23317"
"2920","Cataluña"," 2008_1º","18138"
"2921","Cataluña"," 2008_2º","16665"
"2922","Cataluña"," 2008_3º","12648"
"2923","Cataluña"," 2008_4º","13470"
"2924","Barcelona"," 2009_1º","7657"
"2925","Barcelona"," 2009_2º","8767"
"2926","Barcelona"," 2009_3º","7670"
"2927","Barcelona"," 2009_4º","10714"
"2928","Barcelona"," 2010_1º","8883"
"2929","Barcelona"," 2010_2º","13276"
"2930","Barcelona"," 2010_3º","6383"
"2931","Barcelona"," 2010_4º","14333"
"2932","Barcelona"," 2011_1º","5462"
"2933","Barcelona"," 2011_2º","7401"
"2934","Barcelona"," 2011_3º","6388"
"2935","Barcelona"," 2011_4º","8590"
"2936","Barcelona"," 2012_1º","6280"
"2937","Barcelona"," 2012_2º","7437"
"2938","Barcelona"," 2012_3º","6251"
"2939","Barcelona"," 2012_4º","10861"
"2940","Barcelona"," 2013_1º","4948"
"2941","Barcelona"," 2013_2º","7675"
"2942","Barcelona"," 2013_3º","6916"
"2943","Barcelona"," 2013_4º","8052"
"2944","Barcelona"," 2014_1º","7970"
"2945","Barcelona"," 2014_2º","9247"
"2946","Barcelona"," 2014_3º","7790"
"2947","Barcelona"," 2014_4º","11389"
"2948","Barcelona"," 2015_1º","9003"
"2949","Barcelona"," 2015_2º","11046"
"2950","Barcelona"," 2015_3º","9614"
"2951","Barcelona"," 2015_4º","11679"
"2952","Barcelona"," 2016_1º","11468"
"2953","Barcelona"," 2016_2º","14158"
"2954","Barcelona"," 2016_3º","11873"
"2955","Barcelona"," 2016_4º","14316"
"2956","Barcelona"," 2017_1º","14345"
"2957","Barcelona"," 2017_2º","16832"
"2958","Barcelona"," 2017_3º","13109"
"2959","Barcelona"," 2017_4º","14760"
"2960","Barcelona"," 2018_1º","14129"
"2961","Barcelona"," 2018_2º","16912"
"2962","Barcelona"," 2018_3º","13492"
"2963","Barcelona"," 2018_4º","16300"
"2964","Barcelona"," 2019_1º","14649"
"2965","Barcelona"," 2019_2º","15411"
"2966","Barcelona"," 2019_3º","13378"
"2967","Barcelona"," 2019_4º","16116"
"2968","Barcelona"," 2020_1º","11988"
"2969","Barcelona"," 2020_2º","9091"
"2970","Barcelona"," 2020_3º","11790"
"2971","Barcelona"," 2020_4º","15963"
"2972","Barcelona"," 2021_1º","15008"
"2973","Barcelona"," 2021_2º","18006"
"2974","Barcelona"," 2021_3º","15672"
"2975","Barcelona"," 2021_4º","18544"
"2976","Barcelona"," 2022_1º","17185"
"2977","Barcelona"," 2022_2º","20134"
"2978","Barcelona"," 2022_3º","16616"
"2979","Barcelona"," 2022_4º","16839"
"2980","Barcelona"," 2023_1º","15103"
"2981","Barcelona"," 2023_2º","16269"
"2982","Barcelona"," 2023_3º (**)","13593"
"2983","Barcelona"," 2004_1º","19801"
"2984","Barcelona"," 2004_2º","23937"
"2985","Barcelona"," 2004_3º","20895"
"2986","Barcelona"," 2004_4º","25973"
"2987","Barcelona"," 2005_1º","23967"
"2988","Barcelona"," 2005_2º","28812"
"2989","Barcelona"," 2005_3º","22449"
"2990","Barcelona"," 2005_4º","27883"
"2991","Barcelona"," 2006_1º","26727"
"2992","Barcelona"," 2006_2º","26889"
"2993","Barcelona"," 2006_3º","19646"
"2994","Barcelona"," 2006_4º","23565"
"2995","Barcelona"," 2007_1º","21651"
"2996","Barcelona"," 2007_2º","18738"
"2997","Barcelona"," 2007_3º","12317"
"2998","Barcelona"," 2007_4º","13650"
"2999","Barcelona"," 2008_1º","10746"
"3000","Barcelona"," 2008_2º","9826"
"3001","Barcelona"," 2008_3º","7634"
"3002","Barcelona"," 2008_4º","8223"
"3003","Girona"," 2009_1º","1728"
"3004","Girona"," 2009_2º","1982"
"3005","Girona"," 2009_3º","1771"
"3006","Girona"," 2009_4º","2581"
"3007","Girona"," 2010_1º","2002"
"3008","Girona"," 2010_2º","2675"
"3009","Girona"," 2010_3º","1254"
"3010","Girona"," 2010_4º","2526"
"3011","Girona"," 2011_1º","1373"
"3012","Girona"," 2011_2º","1807"
"3013","Girona"," 2011_3º","1747"
"3014","Girona"," 2011_4º","2034"
"3015","Girona"," 2012_1º","1529"
"3016","Girona"," 2012_2º","1613"
"3017","Girona"," 2012_3º","1848"
"3018","Girona"," 2012_4º","2648"
"3019","Girona"," 2013_1º","1286"
"3020","Girona"," 2013_2º","2075"
"3021","Girona"," 2013_3º","1821"
"3022","Girona"," 2013_4º","2054"
"3023","Girona"," 2014_1º","1723"
"3024","Girona"," 2014_2º","2135"
"3025","Girona"," 2014_3º","1769"
"3026","Girona"," 2014_4º","2427"
"3027","Girona"," 2015_1º","1634"
"3028","Girona"," 2015_2º","2161"
"3029","Girona"," 2015_3º","2015"
"3030","Girona"," 2015_4º","2572"
"3031","Girona"," 2016_1º","2058"
"3032","Girona"," 2016_2º","2651"
"3033","Girona"," 2016_3º","2259"
"3034","Girona"," 2016_4º","2827"
"3035","Girona"," 2017_1º","2682"
"3036","Girona"," 2017_2º","3141"
"3037","Girona"," 2017_3º","2586"
"3038","Girona"," 2017_4º","2904"
"3039","Girona"," 2018_1º","2681"
"3040","Girona"," 2018_2º","3168"
"3041","Girona"," 2018_3º","2691"
"3042","Girona"," 2018_4º","3103"
"3043","Girona"," 2019_1º","2953"
"3044","Girona"," 2019_2º","3191"
"3045","Girona"," 2019_3º","2761"
"3046","Girona"," 2019_4º","3348"
"3047","Girona"," 2020_1º","2402"
"3048","Girona"," 2020_2º","1511"
"3049","Girona"," 2020_3º","2877"
"3050","Girona"," 2020_4º","3494"
"3051","Girona"," 2021_1º","2872"
"3052","Girona"," 2021_2º","3659"
"3053","Girona"," 2021_3º","3758"
"3054","Girona"," 2021_4º","4261"
"3055","Girona"," 2022_1º","3790"
"3056","Girona"," 2022_2º","4453"
"3057","Girona"," 2022_3º","3937"
"3058","Girona"," 2022_4º","3988"
"3059","Girona"," 2023_1º","3409"
"3060","Girona"," 2023_2º","3828"
"3061","Girona"," 2023_3º (**)","3050"
"3062","Girona"," 2004_1º","3167"
"3063","Girona"," 2004_2º","4593"
"3064","Girona"," 2004_3º","4023"
"3065","Girona"," 2004_4º","5205"
"3066","Girona"," 2005_1º","4908"
"3067","Girona"," 2005_2º","6208"
"3068","Girona"," 2005_3º","5442"
"3069","Girona"," 2005_4º","6160"
"3070","Girona"," 2006_1º","5707"
"3071","Girona"," 2006_2º","6051"
"3072","Girona"," 2006_3º","5396"
"3073","Girona"," 2006_4º","5775"
"3074","Girona"," 2007_1º","4848"
"3075","Girona"," 2007_2º","4715"
"3076","Girona"," 2007_3º","3277"
"3077","Girona"," 2007_4º","3506"
"3078","Girona"," 2008_1º","2636"
"3079","Girona"," 2008_2º","2542"
"3080","Girona"," 2008_3º","1823"
"3081","Girona"," 2008_4º","2086"
"3082","Lleida"," 2009_1º","970"
"3083","Lleida"," 2009_2º","1041"
"3084","Lleida"," 2009_3º","883"
"3085","Lleida"," 2009_4º","1158"
"3086","Lleida"," 2010_1º","731"
"3087","Lleida"," 2010_2º","1234"
"3088","Lleida"," 2010_3º","659"
"3089","Lleida"," 2010_4º","1279"
"3090","Lleida"," 2011_1º","616"
"3091","Lleida"," 2011_2º","583"
"3092","Lleida"," 2011_3º","675"
"3093","Lleida"," 2011_4º","982"
"3094","Lleida"," 2012_1º","553"
"3095","Lleida"," 2012_2º","759"
"3096","Lleida"," 2012_3º","694"
"3097","Lleida"," 2012_4º","1162"
"3098","Lleida"," 2013_1º","503"
"3099","Lleida"," 2013_2º","691"
"3100","Lleida"," 2013_3º","557"
"3101","Lleida"," 2013_4º","656"
"3102","Lleida"," 2014_1º","566"
"3103","Lleida"," 2014_2º","601"
"3104","Lleida"," 2014_3º","647"
"3105","Lleida"," 2014_4º","995"
"3106","Lleida"," 2015_1º","639"
"3107","Lleida"," 2015_2º","755"
"3108","Lleida"," 2015_3º","691"
"3109","Lleida"," 2015_4º","900"
"3110","Lleida"," 2016_1º","843"
"3111","Lleida"," 2016_2º","1030"
"3112","Lleida"," 2016_3º","792"
"3113","Lleida"," 2016_4º","970"
"3114","Lleida"," 2017_1º","922"
"3115","Lleida"," 2017_2º","1030"
"3116","Lleida"," 2017_3º","912"
"3117","Lleida"," 2017_4º","1098"
"3118","Lleida"," 2018_1º","1116"
"3119","Lleida"," 2018_2º","1232"
"3120","Lleida"," 2018_3º","1057"
"3121","Lleida"," 2018_4º","1224"
"3122","Lleida"," 2019_1º","990"
"3123","Lleida"," 2019_2º","1319"
"3124","Lleida"," 2019_3º","998"
"3125","Lleida"," 2019_4º","1386"
"3126","Lleida"," 2020_1º","914"
"3127","Lleida"," 2020_2º","655"
"3128","Lleida"," 2020_3º","1111"
"3129","Lleida"," 2020_4º","1799"
"3130","Lleida"," 2021_1º","1340"
"3131","Lleida"," 2021_2º","1468"
"3132","Lleida"," 2021_3º","1455"
"3133","Lleida"," 2021_4º","1735"
"3134","Lleida"," 2022_1º","1493"
"3135","Lleida"," 2022_2º","1673"
"3136","Lleida"," 2022_3º","1471"
"3137","Lleida"," 2022_4º","1517"
"3138","Lleida"," 2023_1º","1367"
"3139","Lleida"," 2023_2º","1488"
"3140","Lleida"," 2023_3º (**)","1217"
"3141","Lleida"," 2004_1º","1949"
"3142","Lleida"," 2004_2º","2564"
"3143","Lleida"," 2004_3º","2111"
"3144","Lleida"," 2004_4º","2581"
"3145","Lleida"," 2005_1º","2029"
"3146","Lleida"," 2005_2º","2164"
"3147","Lleida"," 2005_3º","2234"
"3148","Lleida"," 2005_4º","2604"
"3149","Lleida"," 2006_1º","2596"
"3150","Lleida"," 2006_2º","2762"
"3151","Lleida"," 2006_3º","2621"
"3152","Lleida"," 2006_4º","3237"
"3153","Lleida"," 2007_1º","2467"
"3154","Lleida"," 2007_2º","2394"
"3155","Lleida"," 2007_3º","2053"
"3156","Lleida"," 2007_4º","2255"
"3157","Lleida"," 2008_1º","1641"
"3158","Lleida"," 2008_2º","1544"
"3159","Lleida"," 2008_3º","1061"
"3160","Lleida"," 2008_4º","1156"
"3161","Tarragona"," 2009_1º","1841"
"3162","Tarragona"," 2009_2º","2171"
"3163","Tarragona"," 2009_3º","2114"
"3164","Tarragona"," 2009_4º","2544"
"3165","Tarragona"," 2010_1º","1985"
"3166","Tarragona"," 2010_2º","2880"
"3167","Tarragona"," 2010_3º","1386"
"3168","Tarragona"," 2010_4º","2845"
"3169","Tarragona"," 2011_1º","1472"
"3170","Tarragona"," 2011_2º","1914"
"3171","Tarragona"," 2011_3º","1479"
"3172","Tarragona"," 2011_4º","2382"
"3173","Tarragona"," 2012_1º","1383"
"3174","Tarragona"," 2012_2º","1866"
"3175","Tarragona"," 2012_3º","1786"
"3176","Tarragona"," 2012_4º","2652"
"3177","Tarragona"," 2013_1º","1391"
"3178","Tarragona"," 2013_2º","2139"
"3179","Tarragona"," 2013_3º","1670"
"3180","Tarragona"," 2013_4º","2106"
"3181","Tarragona"," 2014_1º","1578"
"3182","Tarragona"," 2014_2º","2076"
"3183","Tarragona"," 2014_3º","1692"
"3184","Tarragona"," 2014_4º","2343"
"3185","Tarragona"," 2015_1º","1641"
"3186","Tarragona"," 2015_2º","2425"
"3187","Tarragona"," 2015_3º","2014"
